fecha_scrape,fecha_publicacion,empresa,titulo_puesto,categoria,ubicacion,modalidad,salario_min,salario_max,experiencia_requerida,stack_tecnologico,nivel_ingles,url_oferta,description
2026-06-30,2025-08-21,STANDBY.es,Java Fullstack Developer,WEB,Málaga,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5361895084?utm_medium=api&utm_source=4332c1fe,"Our client is a benchmark company in Europe, leader in consulting, planning, construction and operation. The company's with over 4000 employees in 46 locations around the world work in interdisciplinary teams to provide support for clients from a wide variety of sectors. For the development of their team in Málaga, STANDBY is looking for a Java Fullstack Developer. The selected profile will be part of a growing and diverse team that challenges itself to provide innovative cloud-based solutions …"
2026-06-30,2026-06-01,Sézane,Sales Assistant - Full Time (40H) - Madrid (M/F),WEB,España,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5747730622?utm_medium=api&utm_source=4332c1fe,"I’ve had the joy of building Sezane alongside you - the first French fashion brand born online, rooted in quality, creativity, and intention. To tell the story of Sezane is to retrace more than 20 years of defining adventures and bold decisions: choosing to do things differently, choosing people, choosing to act, and above all, choosing to trust in one’s convictions - even when that means rethinking what we thought we knew. Sezane is more than a fashion brand. It’s a story of life - mine, yours…"
2026-06-30,2025-07-01,Hostaway,Staff Mobile Engineer React Native - 100% Remote - Europe,WEB,Barcelona,remoto,,,,no especificado,no especificado,https://www.adzuna.es/details/5278395720?utm_medium=api&utm_source=4332c1fe,"NOTE: This is a FULLY remote role, but the candidate must be within Europe to collaborate with their team, peers, and internal customers. You do not have to be in the specific city shown in this listing, but please only apply if you are physically based within Europe. Hostaway is the market-leading SaaS scale-up transforming the vacation rental industry. With innovative solutions and partnerships with giants like Airbnb, VRBO, and Booking, we're taking on the competition and winning. Leveraging…"
2026-06-30,2026-06-25,Statkraft,Full Stack Developer,WEB,Madrid,no especificado,,,,no especificado,requerido,https://www.adzuna.es/details/5775509121?utm_medium=api&utm_source=4332c1fe,"Job Description Please submit your CV in English The Global Software Development team in Statkraft delivers leading software solutions for all business areas, ranging from Energy Management to Robotic Trading Systems. Custom software development is essential for Statkraft to remain a market leader in renewable energy production and market access services. What to expect: As a Full-Stack Developer in .NET, C#, and Angular, you will closely engage with the business by developing customized system…"
2026-06-30,2026-05-11,Calconut,FULL-STACK DEVELOPER,WEB,"Mutxamel, Alicante",no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5725596087?utm_medium=api&utm_source=4332c1fe,"FULL STACK DEVELOPER | B&IT | Technology Calconut , empresa internacional especializada en el comercio de frutos secos, fruta desecada e ingredientes alimentarios, incorpora un/a Full Stack Developer para su área de Business & Information Technology en Mutxamel (Alicante). Formarás parte de un entorno tecnológico, dinámico e internacional, participando en proyectos de transformación digital con impacto directo en negocio, industria y operaciones globales. El reto Desarrollar soluciones tecnológ…"
2026-06-30,2026-05-29,Campmany AbogadosP,Full Stack Developer,WEB,España,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5743996318?utm_medium=api&utm_source=4332c1fe,"¿Eres un perfil técnico todoterreno que disfruta tanto del código como de la estrategia de despliegue? En Campmany Abogados , una Legaltech referente y en plena transformación digital, buscamos a nuestro/a próximo/a Full-Stack Developer . Únete a un equipo de IT dinámico, con un clima de trabajo inmejorable y la flexibilidad que necesitas. Tu Misión Serás la pieza clave para garantizar el desarrollo, mantenimiento y evolución del ecosistema Salesforce de Campmany. Tu objetivo será asegurar la e…"
2026-06-30,2026-03-30,ERREKA,FULL STACK DEVELOPER,WEB,España,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5682614466?utm_medium=api&utm_source=4332c1fe,"Backend Java Developer bat bilatzen ari gara, gure IoT sailean mikrozerbitzuen arkitekturan oinarritutako soluzioen garapenean parte hartuko duena. Zer daukagu zuri eskaintzeko? Ordutegi malgua Proiektu teknologiko egonkorra Giro ona Hazkunde profesionalerako aukera Telelana astean bi egun egiteko aukera Zeintzuk dira edukiko dituzun erantzukizunak? Java-ko backend zerbitzuak garatzea eta mantentzea API REST -aren diseinua eta inplementazioa Spring Boot -ekin eta mikroserbitzuen arkitekturareki…"
2026-06-30,2025-08-23,Yuvod,Full Stack Developer,WEB,Valencia,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5365283424?utm_medium=api&utm_source=4332c1fe,"Nosotros En Yuvod, somos una empresa tecnológica especializada en ofrecer un sistema completo de televisión en la nube para el sector hotelero . Nuestra solución no solo mejora la experiencia de los huéspedes, sino que también ayuda a los hoteles a simplificar la gestión de las señales, reducir los gastos de mantenimiento y generar nuevas fuentes de ingresos a través de un canal propio. ¿Qué buscamos? Buscamos un/a Full Stack Developer con sólida experiencia en desarrollo de software y dominio …"
2026-06-30,2026-02-12,Satellogic,Full-Stack Developer,WEB,Barcelona,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5626700846?utm_medium=api&utm_source=4332c1fe,"Aleph Full-Stack Developer (f/m/d) About Satellogic Satellogic is a vertically integrated Earth Observation company that designs, manufactures, and operates satellite systems, delivering decision-grade insights at scale to government and commercial customers. We build space systems end-to-end, from satellite design and manufacturing to launch and on-orbit operations, giving us the ability to deploy quickly, operate reliably, and support persistent monitoring across regions and priority areas. O…"
2026-06-30,2025-07-09,CGI,Full Stack Developer,WEB,Barcelona,no especificado,,,,"javascript, react, aws",requerido,https://www.adzuna.es/details/5292652208?utm_medium=api&utm_source=4332c1fe,"Join CGI! Do you want to be part of one of the five largest IT and business process companies? At CGI we are looking for a JAVA Developer with a high level of English to work for a client in the insurance sector. Skills Required: Java backend JavaScript NodeJS Angular React AWS Platforms Functions: Development of computer applications on a specific technology, tool or software package. Design, configuration, implementation, development, maintenance and troubleshooting of specific software appli…"
2026-06-30,2026-04-06,RepreX,Full Stack Developer,WEB,España,no especificado,,,,react,no especificado,https://www.adzuna.es/details/5691044719?utm_medium=api&utm_source=4332c1fe,"RepreX is a talent representation firm specializing in tech profiles. We work with a portfolio of companies — from funded startups to established tech firms — that come to us with hiring needs before they go public. We are currently building our developer roster to match against active and upcoming mandates for Full Stack positions. What we’re looking for: 3 years of experience in full stack development Proficiency in modern frontend frameworks (React, Vue, or Angular) and backend technologies …"
2026-06-30,2026-06-29,SGS,.NET Full Stack Developer,WEB,Madrid,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5781277633?utm_medium=api&utm_source=4332c1fe,"Job Description As a Full-Stack .NET Developer, you will play a key role in the design, development, and evolution of SGS’s core applications. You will contribute to technical design decisions within the team, ensure high-quality implementations, and promote solutions that are scalable, secure, and maintainable. This role requires strong ownership, a solid end-to-end technical vision, and the ability to proactively contribute to improving our platforms, processes, and development standards. Wha…"
2026-06-30,2026-04-01,leadtech,MarTech Full Stack Developer,WEB,España,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5685606222?utm_medium=api&utm_source=4332c1fe,"About US At Leadtech, we’ve been redefining digital businesses since 2009, creating innovative online solutions that reach millions of users every month. With a diverse team of over 700 members from 23 nationalities, we’re united by a passion for creativity and collaboration. We specialize in delivering user-centric experiences across web and mobile platforms, where people can connect with our products like never before. We’re proud of our global reach and committed to fostering an inclusive wo…"
2026-06-30,2026-05-04,zentra,Junior Full Stack Developer,WEB,España,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5718414223?utm_medium=api&utm_source=4332c1fe,"About zentra: zentra is the fastest growing international network of estate agents and properties. Our proprietary real estate tech platform gives every agency its own branded app. It helps capture leads instantly, keep buyers engaged with property alerts, and offer access to a global property network. The role We’re looking for a junior full stack developer to join our growing team. You’ll be working across the full stack – from crafting clean front-end interfaces to building solid back-end lo…"
2026-06-30,2026-06-25,AgileEngine,Full Stack Developer ID63542,WEB,Valencia,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5776490203?utm_medium=api&utm_source=4332c1fe,"AgileEngine is an Inc. 5000 company that creates award-winning software for Fortune 500 brands and trailblazing startups across 17 industries. We rank among the leaders in areas like application development and AI/ML, and our people-first culture has earned us multiple Best Place to Work awards. WHY JOIN US If you're looking for a place to grow, make an impact, and work with people who care, we'd love to meet you! ABOUT THE ROLE We are looking for a Full Stack Developer to build and integrate L…"
2026-06-30,2026-06-25,AgileEngine,Full Stack Developer ID63542,WEB,Madrid,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5776490220?utm_medium=api&utm_source=4332c1fe,"AgileEngine is an Inc. 5000 company that creates award-winning software for Fortune 500 brands and trailblazing startups across 17 industries. We rank among the leaders in areas like application development and AI/ML, and our people-first culture has earned us multiple Best Place to Work awards. WHY JOIN US If you're looking for a place to grow, make an impact, and work with people who care, we'd love to meet you! ABOUT THE ROLE We are looking for a Full Stack Developer to build and integrate L…"
2026-06-30,2026-06-25,AgileEngine,Full Stack Developer ID63542,WEB,Barcelona,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5776490270?utm_medium=api&utm_source=4332c1fe,"AgileEngine is an Inc. 5000 company that creates award-winning software for Fortune 500 brands and trailblazing startups across 17 industries. We rank among the leaders in areas like application development and AI/ML, and our people-first culture has earned us multiple Best Place to Work awards. WHY JOIN US If you're looking for a place to grow, make an impact, and work with people who care, we'd love to meet you! ABOUT THE ROLE We are looking for a Full Stack Developer to build and integrate L…"
2026-06-30,2026-05-01,Actual Talent,Senior Full-Stack Developer,WEB,Barcelona,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5716162567?utm_medium=api&utm_source=4332c1fe,"Actual Talent es la consultora internacional de adquisición de talento de Actual Group. Ofrece Servicios de Executive Search, RPO y Soluciones de Talento. Nuestra misión es impulsar el crecimiento y la realización tanto de personas como de organizaciones. Facilitamos a las personas la búsqueda de oportunidades inspiradoras y ayudamos a las organizaciones a identificar profesionales que las lleven al siguiente nivel. Lo logramos a través de soluciones de adquisición y desarrollo de talento centr…"
2026-06-30,2026-05-14,Kapturall,Full Stack Developer - LAMP,WEB,Madrid,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5728545613?utm_medium=api&utm_source=4332c1fe,"Kapturall is a fast-growing and industry-leading marketing operations agency offering a wide range of consulting services to help our clients fully leverage their Marketing technologies, optimize their demand generation processes, and achieve their business objectives. Our mission is to help Marketers be successful in combining marketing technologies and data to create meaningful relationships that generate revenue. We believe a better workplace creates a better customer experience. We work har…"
2026-06-30,2026-05-13,InteractiveAI,Senior Full-Stack Developer,WEB,Madrid,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5727383404?utm_medium=api&utm_source=4332c1fe,"What You’ll Do As a Senior Full-Stack Developer at InteractiveAI, you will build core features across both the frontend and backend of our platform—shipping elegant interfaces, robust APIs, scalable services, and reliable tooling used by enterprise customers and internal teams. This is a hands-on, high-ownership engineering role: you will architect systems, write production-grade code, design efficient data flows, and ship end-to-end features that directly shape our product experience. Design, …"
2026-06-30,2026-06-10,Kodify,Senior Full-Stack Developer,WEB,España,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5758140847?utm_medium=api&utm_source=4332c1fe,"Who are we, and why are we hiring? We're based on over 15 years of success, producing world-class video content and building, developing, and managing a number of high-traffic websites. Our award-winning content and websites are created exclusively by us and directly for the use of millions of users worldwide. At Kodify, we're not just pushing boundaries in online entertainment—we're rewriting the script! Our goal is to empower our people with everything they need to pioneer innovation in our i…"
2026-06-30,2026-05-11,SGS,.NET Full Stack Developer,WEB,"Paracuellos de Jarama, Madrid",no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5725596093?utm_medium=api&utm_source=4332c1fe,"Company Description SGS is the world’s leading Testing, Inspection and Certification company. We operate a network of over 2,500 laboratories and business facilities across 115 countries , supported by a team of over 100,000 dedicated professionals . With more than 145 years of service excellence , we combine the precision and accuracy that define Swiss companies to help organizations achieve t he highest standards of quality, compliance and sustainability. Our brand promise – “when you need to…"
2026-06-30,2026-04-20,EPTA,Senior Full Stack Developer,WEB,España,no especificado,,,,aws,no especificado,https://www.adzuna.es/details/5704804651?utm_medium=api&utm_source=4332c1fe,"Description Epta is shaping the future of commercial refrigeration through digital innovation and advanced technology. Join our fast-growing Digital & Data Platform Team, where you will play a critical role in developing and optimizing our global cloud infrastructure and digital services. We are searching for a Senior Full Stack Developer with deep expertise in AWS Amplify and serverless architectures, who is ready to take full technical ownership and drive hands-on development of mission-criti…"
2026-06-30,2026-04-20,Brico Depôt,Backend / Full Stack Developer,WEB,"El Prat de Llobregat, Barcelona",hibrido,,,,no especificado,no especificado,https://www.adzuna.es/details/5704985456?utm_medium=api&utm_source=4332c1fe,"¿Quieres unirte a un lugar donde destaca el compañerismo y el buen ambiente con flexibilidad para organizar tu trabajo a la vez que ayudas al propósito de hacer la mejora del hogar accesible? ¡Únete a Brico Depôt! ¿Cómo es trabajar en Brico Depôt? Flexibilidad y Autonomía: Tendrás modelo de trabajo híbrido con 3 días de teletrabajo, que te da la libertad de diseñar tu jornada laboral de manera que maximice tu productividad y bienestar. Ambiente cálido y de apoyo: descubrirás un espíritu de equi…"
2026-06-30,2025-08-06,SlashMobility,Senior Full Stack Developer,WEB,"Barcelona, Cataluña",no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5339790164?utm_medium=api&utm_source=4332c1fe,"SlashMobility SlashMobility es una firma boutique tecnológica que está construyendo algo diferente a la consultoría tradicional. No queremos ser una fábrica de horas ni una consultora masiva. Estamos creando una casa para la Tecno Élite: profesionales que quieren trabajar con grandes corporaciones en retos reales, con equipos pequeños, muy buenos y con impacto. Ayudamos a grandes organizaciones a diseñar y construir productos digitales y plataformas tecnológicas que realmente mueven su negocio.…"
2026-06-30,2024-07-30,Henneo,Full stack developer .NetAngular,WEB,"Zaragoza, Aragón",no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/4800595860?utm_medium=api&utm_source=4332c1fe,"Hiberus https://www.linkedin.com/company/hiberus/mycompany/ https://www.instagram.com/hiberusit/ Descripción de la oferta Hola! ¿Todavía no conoces HIBERUS TECNOLOGÍA ? Somos una empresa de tecnología construida con un ingrediente diferencial, la HIPERESPECIALIZACIÓN . Formar parte de Hiberus significa crecimiento, pasión por la tecnología, interés por la innovación, ambiente laboral flexible y colaborativo, compañerismo, aprendizaje, formación continua, motivación y superación ante nuevos reto…"
2026-06-30,2026-05-18,Brico Depôt,Backend / Full Stack Developer,WEB,"El Prat de Llobregat, Barcelona",hibrido,,,,no especificado,no especificado,https://www.adzuna.es/details/5732893231?utm_medium=api&utm_source=4332c1fe,"¿Quieres unirte a un lugar donde destaca el compañerismo y el buen ambiente con flexibilidad para organizar tu trabajo a la vez que ayudas al propósito de hacer la mejora del hogar accesible? ¡Únete a Brico Depôt! ¿Cómo es trabajar en Brico Depôt? Flexibilidad y Autonomía: Tendrás modelo de trabajo híbrido con 3 días de teletrabajo, que te da la libertad de diseñar tu jornada laboral de manera que maximice tu productividad y bienestar. Ambiente cálido y de apoyo: descubrirás un espíritu de equi…"
2026-06-30,2026-06-24,PSI CRO,Full-stack Developer (AI Solutions),WEB,Madrid,no especificado,,,,"react, python",no especificado,https://www.adzuna.es/details/5774447135?utm_medium=api&utm_source=4332c1fe,"Job Description We're looking for a full stack developer to join our growing Process Improvement team. If you're interested in AI solutions development and would like to further enhance your engineering skillset in a global company, then PSI might be the right choice for you. Full-time employment based in Spain You will: Architect, design, build, and maintain full-stack applications (web and desktop) using modern stacks (React, Next.js, Python, C#). Develop APIs, data models, workflows, and bac…"
2026-06-30,2026-06-22,pubGENIUS,Full-Stack Developer (Backend-Focused),WEB,Madrid,no especificado,,,,"react, react, typescript, aws, typescript",no especificado,https://www.adzuna.es/details/5772452604?utm_medium=api&utm_source=4332c1fe,"pubGENIUS is a React.js and Next.js development agency and ad tech startup. We build web and AI products for clients in the US and Europe. Our focus areas include DeFi, fintech, and healthcare. We are hiring a Full-Stack Developer with a strong backend focus. You will work on real client products and internal systems using React, Node.js, TypeScript, and AWS. This is a full-time, contractor-based role. What You Will Do: Build and scale backend services using Node.js and TypeScript Develop front…"
2026-06-30,2026-06-27,Ticket Merchant,Full-Stack Developer (React.Js ,WEB,Valladolid,remoto,,,,no especificado,no especificado,https://www.adzuna.es/details/5779364954?utm_medium=api&utm_source=4332c1fe,"Ticket Merchant is a multinational specialised in providing sporting and entertainment experiences for live events around the world. The company is involved in technology improvement and look for a full-stack developer that helps to build some solutions for internal tools and external front-end. Located in several countries, the role is not location-attached and remote working is welcome, although team members in CET time are preferred to keep the European workgroup aligned. The ideal candidate…"
2026-06-30,2026-06-27,Ticket Merchant,Full-Stack Developer (React.Js ,WEB,"Arbo, Pontevedra",remoto,,,,no especificado,no especificado,https://www.adzuna.es/details/5779370909?utm_medium=api&utm_source=4332c1fe,"Ticket Merchant is a multinational specialised in providing sporting and entertainment experiences for live events around the world.The company is involved in technology improvement and look for a full-stack developer that helps to build some solutions for internal tools and external front-end. Located in several countries, the role is not location-attached and remote working is welcome, although team members in CET time are preferred to keep the European workgroup aligned. The ideal candidate …"
2026-06-30,2026-06-27,Ticket Merchant,Full-Stack Developer (React.Js ,WEB,"Mos, Pontevedra",remoto,,,,no especificado,no especificado,https://www.adzuna.es/details/5779370153?utm_medium=api&utm_source=4332c1fe,"Ticket Merchant is a multinational specialised in providing sporting and entertainment experiences for live events around the world.The company is involved in technology improvement and look for a full-stack developer that helps to build some solutions for internal tools and external front-end. Located in several countries, the role is not location-attached and remote working is welcome, although team members in CET time are preferred to keep the European workgroup aligned. The ideal candidate …"
2026-06-30,2026-06-29,Ticket Merchant,Full-Stack Developer (React.Js ,WEB,"Chantada, Lugo",remoto,,,,no especificado,no especificado,https://www.adzuna.es/details/5781413313?utm_medium=api&utm_source=4332c1fe,"Ticket Merchant is a multinational specialised in providing sporting and entertainment experiences for live events around the world. The company is involved in technology improvement and look for a full-stack developer that helps to build some solutions for internal tools and external front-end. Located in several countries, the role is not location-attached and remote working is welcome, although team members in CET time are preferred to keep the European workgroup aligned. The ideal candidate…"
2026-06-30,2026-05-02,DDB Spain,Frontend Developer,WEB,España,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5716640299?utm_medium=api&utm_source=4332c1fe,"Perfil Buscamos un/a Frontend Developer con especial interés en maquetación HTML y desarrollo frontend , para incorporarse a nuestro equipo de Producción Digital , trabajando para una marca internacional líder dentro de un entorno colaborativo y multidisciplinar. Formarás parte de un equipo de más de 20 personas , participando en proyectos reales en producción, tanto en comunicaciones de email marketing como en aplicativos web de la marca . ¿Qué harás? Maquetarás emails en HTML listos para su i…"
2026-06-30,2025-07-01,STANDBY Consultores,Frontend Developer,WEB,Barcelona,no especificado,,,,react,no especificado,https://www.adzuna.es/details/5278395061?utm_medium=api&utm_source=4332c1fe,"React Oferta de empleo en Barcelona Referencia: Estado: Activa Our client is a Fast-growing startup HR-Tech. They are working with the world's most innovative companies. For their office in Barcelona, STANDBY is looking for an Frontend Developer. The person in this position will have the privilege of shaping the UI and Fronted architecture of their product reporting directly to the CTO & Co-Founder. Main Responsibilities:  Design, develop and maintain the Frontend of the company product using R…"
2026-06-30,2026-04-14,Napptilus Tech Labs,FrontEnd Developer,WEB,Barcelona,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5699405415?utm_medium=api&utm_source=4332c1fe,"At Napptilus, we're growing and want you to be part of it! We are looking for a mid/senior-level professional with experience as a FrontEnd Developer. You will be working on a web platform with a high volume of data flow, which is why we're seeking someone eager to take on the challenge and bring a lot to the table. About Us: Napptilus is a group of tech companies that provide software development services and create their own startups. Our group has over 15 years of experience in the tech sect…"
2026-06-30,2024-10-06,SlashMobility,Frontend Developer,WEB,"Madrid, Comunidad de Madrid",no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/4891161961?utm_medium=api&utm_source=4332c1fe,"SlashMobility SlashMobility es una firma boutique tecnológica que está construyendo algo diferente a la consultoría tradicional. No queremos ser una fábrica de horas ni una consultora masiva. Estamos creando una casa para la Tecno Élite: profesionales que quieren trabajar con grandes corporaciones en retos reales, con equipos pequeños, muy buenos y con impacto. Ayudamos a grandes organizaciones a diseñar y construir productos digitales y plataformas tecnológicas que realmente mueven su negocio.…"
2026-06-30,2026-06-29,SQLI,Senior Frontend Developer,WEB,Valencia,no especificado,,,,"react, react, typescript",no especificado,https://www.adzuna.es/details/5781277644?utm_medium=api&utm_source=4332c1fe,"Job Description We are looking for a Senior Frontend Developer with strong experience in React and modern frontend architecture to join our team in Spain. You will work in an international environment on enterprise-level platforms, collaborating closely with design, product, and backend teams to build scalable and high-quality frontend solutions. What you will do Build and develop scalable frontend applications using React and TypeScript Contribute to application architecture, structuring, and …"
2026-06-30,2026-06-19,Winning,SR Frontend Developer,WEB,Madrid,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5769636258?utm_medium=api&utm_source=4332c1fe,"Desde Winning Consulting estamos seleccionando a un SR Frontend Developer, para el proyecto de uno de nuestros clientes dentro del ámbito de la consultoría. Funciones: Liderar o participar activamente en la migración de aplicaciones SPA a arquitecturas SSR/SSG con Next.js. Diseñar e implementar estrategias de rendering (SSR, SSG, ISR) según las necesidades de cada vista o funcionalidad. Organizar el rendimiento (Core Web Vitals, tiempo de carga, hidratación) y el posicionamiento SEO de las apli…"
2026-06-30,2026-05-12,Experis España,Senior Frontend Developer,WEB,Barcelona,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5727059750?utm_medium=api&utm_source=4332c1fe,"Senior Frontend Engineer (Angular) Desde Experis buscamos un/a Senior Frontend Developer con enfoque técnico y liderazgo funcional , que quiera tener impacto real en el desarrollo de productos digitales complejos y participar activamente en decisiones de arquitectura y evolución tecnológica. Responsabilidades: Liderar técnicamente el desarrollo frontend de aplicaciones de alta complejidad (entornos tipo ERP o plataformas corporativas). Traducir necesidades de negocio en soluciones técnicas robu…"
2026-06-30,2024-07-30,Henneo,Frontend Developer - Angular,WEB,"Zaragoza, Aragón",no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/4800598659?utm_medium=api&utm_source=4332c1fe,"Hiberus https://www.linkedin.com/company/hiberus/mycompany/ https://www.instagram.com/hiberusit/ Descripción de la oferta Hola! ¿Todavía no conoces HIBERUS TECNOLOGÍA ? Somos una empresa de tecnología construida con un ingrediente diferencial, la HIPERESPECIALIZACIÓN . Formar parte de Hiberus significa crecimiento, pasión por la tecnología, interés por la innovación, ambiente laboral flexible y colaborativo, compañerismo, aprendizaje, formación continua, motivación y superación ante nuevos reto…"
2026-06-30,2026-06-20,Izertis,Frontend Developer (React),WEB,España,hibrido,,,,react,no especificado,https://www.adzuna.es/details/5770310276?utm_medium=api&utm_source=4332c1fe,"Ubicación Madrid Categoría Informática y telecomunicaciones Subcategoría Programación Sector Servicios y tecnología de la información Jornada laboral Completa Modalidad de trabajo Híbrido Nivel profesional Empleado Departamento Informática Descripción Desde Izertis , buscamos ampliar nuestro equipo con la incorporación de un/a Desarrollador/a Frontend (React), para el proyecto de uno de nuestros más importantes clientes del sector privado. Podrás participar en la creación de interfaces web mode…"
2026-06-30,2026-06-22,Experis España,Senior Frontend Developer,WEB,Barcelona,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5772791506?utm_medium=api&utm_source=4332c1fe,"Imprescindibles Formació i experiència Formació en enginyeria informàtica, CFGM/ CFGS en informàtica o similar. 5 anys d’experiència com a desenvolupador Front i 2 anys d’experiència en responsabilitats similars (referent tècnic front). Experiència en el desenvolupament d’aplicacions complexes tipus ERP. Referent tècnic front Capacitat de traduir necessitats de negoci a solucions tècniques. Definició i evolució d’arquitectura frontend. Disseny d’arquitectures frontend escalables (modularització…"
2026-06-30,2026-04-20,Grupo NS,AI Frontend Developer (React),WEB,España,hibrido,,,,"react, typescript",no especificado,https://www.adzuna.es/details/5704985469?utm_medium=api&utm_source=4332c1fe,"Descripción: Desde Grupo NS estamos seleccionando, un AI Frontend Developer con experiencia en React, Next.js y Typescript para un proyecto hibrido en Madrid NS, es una empresa donde se valora tanto el perfil profesional tecnológico de los trabajadores, como el interés y la aptitud que demuestren a la hora de desarrollar nuevos proyectos. Por ello, requerimos personas constantes, con ganas de evolucionar y aprender"
2026-06-30,2026-05-08,ADLANTER,FRONTEND DEVELOPER (E‑commerce),WEB,"Barcelona, Cataluña",no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5722205784?utm_medium=api&utm_source=4332c1fe,"JOBS by Adlanter JOBS by Adlanter Conectando Talento con Oportunidades En Adlanter, nos especializamos en conectar el talento con las mejores oportunidades. JOBS by Adlanter presenta las ofertas de empleo de nuestros clientes, ayudándote a encontrar el puesto ideal. Somos una asesoría integral que aspira a ser referente en España y Portugal, destacándonos por nuestra calidad de servicio, talento e innovación tecnológica. Con más de 30 años de experiencia y un equipo de 400 profesionales en dive…"
2026-06-30,2025-12-22,eDreams ODIGEO,Frontend Developer – Convert (Hybrid),WEB,Barcelona,hibrido,,,,no especificado,no especificado,https://www.adzuna.es/details/5551980840?utm_medium=api&utm_source=4332c1fe,"Job Description As you contemplate your future, you might be asking yourself, what’s the next step? Start your journey with us! We’re seeking an experienced Frontend Developer to join our Convert Team in Barcelona or Madrid (Hybrid). In this role, you will be at the heart of what the customer experiences when searching and booking their travel on our e-commerce platform. If you’re ready to soar, we’re ready to take you there. Why eDreams ODIGEO Join the world’s leading travel subscription platf…"
2026-06-30,2025-11-11,UDG Ludwigsburg,Lead Frontend Developer (all genders),WEB,España,no especificado,,,,no especificado,b2,https://www.adzuna.es/details/5490833844?utm_medium=api&utm_source=4332c1fe,"United to grow leaders in a digital world. Lead Frontend Developer (all genders) Vollzeit Barcelona, Provinz Barcelona, Spanien MacGyver Eagle eye Do you want to build modern web applications and bring innovative user interfaces to life? Then you’re the perfect fit for our team – working with German Corporate clients and German B2B World Market Leaders! The chance to become part of a large, international agency group: Approx. 350 great employees in Germany, a modern, customer-centric business m…"
2026-06-30,2026-06-01,eXperience IT Solutions,Frontend Developer React  TypeScript. Remoto,WEB,España,remoto,,,,"react, typescript",no especificado,https://www.adzuna.es/details/5747156543?utm_medium=api&utm_source=4332c1fe,"Descripción: En eXperience IT Solutions seguimos creciendo y buscamos incorporar un/a Frontend Developer con experiencia en React  TypeScript para participar en proyectos tecnológicos innovadores en entorno 100% remoto. Este puesto forma parte de un equipo mixto gestionado por eXperience IT Solution y otros partners tecnológicos, trabajando de forma coordinada en un entorno de alta exigencia técnica. Qué ofrecemos Proyecto estable y con posibilidad de crecimiento profesional. Modalidad 100% tel…"
2026-06-30,2026-01-24,UDG Ludwigsburg,Lead Frontend Developer (all genders),WEB,España,no especificado,,,,no especificado,b2,https://www.adzuna.es/details/5599440525?utm_medium=api&utm_source=4332c1fe,"United to grow leaders in a digital world. Lead Frontend Developer (all genders) Full Time Barcelona, Provinz Barcelona, Spanien McGuyver Adlerauge Do you want to lead the development of modern web applications , shape innovative user interfaces, and take technical ownership for frontend solutions? Then you’re the perfect fit for our team – working with German Corporate clients and German B2B World Market Leaders! The chance to become part of a large, international agency group: Approx. 350 gre…"
2026-06-30,2026-05-14,Papernest,Frontend developer Angular - Permanent - Barcelona,WEB,"Sant Adrià de Besòs, Barcelona",no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5729565725?utm_medium=api&utm_source=4332c1fe,"Since 2015, papernest has been transforming the way people manage their contracts, making subscription, management, and switching simple through one smart, intuitive platform. We have supported more than 2 million customers across France, Spain, and Italy. Along the way, we have continued to invest in new verticals, establishing papernest as a high-performing, innovative, and competitive scale-up in a fast-growing market. With over 900 employees, we are strengthening our position as a European …"
